Employee ID,Burn Rate
fffe31003300390039003000,0.6179201090756926
fffe31003300310037003800,0.35569405779897767
fffe33003400380035003900,0.4257154272970234
fffe3100370039003200,0.3784852710335004
fffe32003600390036003700,0.5312675466273793
fffe3600390032003200,0.5334272197947894
fffe3600370032003200,0.32374280007786727
fffe32003900390030003000,0.6878513953397336
fffe3100370031003000,0.6140953668921558
fffe31003500320037003600,0.44399019571436976
fffe3400370031003100,0.4032004433702793
fffe32003800300035003300,0.3461390073962654
fffe31003700380037003700,0.3863512609043469
fffe33003400300038003900,0.5859060976342935
fffe33003100300039003600,0.6174428648026993
fffe33003400380038003300,0.5718738380552677
fffe33003400310032003500,0.6128011007676764
fffe33003400360032003000,0.8065889453534139
fffe32003800360033003400,0.2518759983705746
fffe3600350031003700,0.4221957714319712
fffe3200310033003500,0.3694845972334213
fffe370039003500,0.19495465666092002
fffe32003500340036003200,0.47790916843470505
fffe360038003200,0.61994421192566
fffe31003800300039003900,0.5139814189301468
fffe32003500310034003200,0.3891894466794308
fffe33003100320039003300,0.48419307267074563
fffe33003000330034003700,0.34488814908554194
fffe32003500310039003300,0.3447101239311986
fffe31003500310033003200,0.30983198550503066
fffe31003900320038003800,0.4057924702086262
fffe31003400340039003000,0.8745970878242032
fffe390033003000,0.39278083615536985
fffe3700360033003400,0.0014518575544133494
fffe31003700390034003900,0.16075726527015535
fffe31003700360035003900,0.6330020654466452
fffe31003200370037003900,0.3794716201058974
fffe31003400310038003500,0.37468688234702907
fffe32003200370033003000,0.4310625057458065
fffe31003300320036003300,0.3297589960141814
fffe3900390034003600,0.620013502877913
fffe32003300310032003600,0.24013184244084224
fffe3500360039003300,0.9086703892826036
fffe3700340039003900,0.7151174532075543
fffe31003400370032003200,0.3084527561796656
fffe360032003200,0.2242786424401806
fffe33003100340030003600,0.6196923021409178
fffe31003500300037003700,0.29418446778570695
fffe31003600390038003800,0.36014163299730095
fffe33003300360030003500,0.5455793123185904
fffe3900380030003300,0.33029565934781735
fffe31003700330034003500,0.3891999081920857
fffe31003500360036003900,0.31754702513605987
fffe3200380033003100,0.605999320642477
fffe3900360033003900,0.6755824950030275
fffe33003000370031003200,0.5438881717239555
fffe32003700370036003200,0.21658965457028048
fffe31003400320034003300,0.44274896921141665
fffe32003600360034003200,0.2553583629496231
fffe32003700380035003100,0.7312278165600988
fffe31003400350034003200,0.18708718639650812
fffe31003000320038003200,0.5704401113012982
fffe32003400300030003800,0.5204630410894078
fffe32003600320038003300,0.44339985552417893
fffe3300340035003700,0.3702657480876553
fffe31003900320032003000,0.3546924548796237
fffe3300370032003100,0.3234142280905886
fffe33003300350038003900,0.18058999289569275
fffe32003900360038003700,0.23909863946401066
fffe3100380033003400,0.5389024072522794
fffe3900390032003500,0.1778359699174456
fffe32003200320035003600,0.23563979891700876
fffe32003700380031003900,0.2201950814876436
fffe3400330034003000,0.4197848321528945
fffe33003300380035003400,0.26965210688708086
fffe3300380034003000,0.5626405369422766
fffe32003500360039003200,0.5906038601530677
fffe31003700360038003600,0.4257154272970234
fffe33003300370036003200,0.5969173657564422
fffe3200340039003500,0.5593159508669971
fffe3600300036003500,0.6680157060807372
fffe31003300370032003000,0.5838503034437617
fffe3700360036003700,0.6452848439621972
fffe33003200390030003200,0.13867072774674444
fffe31003500340035003100,0.6097154547261403
fffe33003000350035003300,0.038190864591389234
fffe31003400300036003000,0.7130792618572168
fffe31003700330035003200,0.474788966796856
fffe33003000320032003400,0.4094335861175959
fffe32003300350034003700,0.2197336535995595
fffe32003200340034003400,0.347952851717933
fffe3800380035003100,0.14247122105719418
fffe33003100310039003900,0.6014357642573875
fffe3700330032003300,0.3753458201636592
fffe32003300390033003900,0.4741891431883518
